date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:30:19	75113/75113	---MCZ	200	added ('OK')	text/html	etag:W/%22fa3b90c02f6e6426c08b68b5b5866c40%22	https://teckko.vercel.app/blog-standard.html	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/blog-standard.html	(from https://teckko.vercel.app/)
09:30:20	69623/69623	---MCZ	200	added ('OK')	text/html	etag:W/%22b5afafea13a6a0c24fd476c57d5a23a8%22	https://teckko.vercel.app/blog-list.html	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/blog-list.html	(from https://teckko.vercel.app/)
09:30:21	67982/67982	---MCZ	200	added ('OK')	text/html	etag:W/%228a55989a2ff686e9c0f479522ec2cc0c%22	https://teckko.vercel.app/blog-details.html	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/blog-details.html	(from https://teckko.vercel.app/)
09:30:21	52693/52693	---MCZ	200	added ('OK')	text/html	etag:W/%2266fd443646e57b8b37e34118e2447d09%22	https://teckko.vercel.app/contact.html	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/contact.html	(from https://teckko.vercel.app/)
09:30:22	192187/192187	---M--	200	added ('OK')	image/jpeg	etag:%22d07574bb72d508b69f6417286f17c6ca%22	https://teckko.vercel.app/image/page-title/img-page-title.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/page-title/img-page-title.jpg	(from https://teckko.vercel.app/)
09:30:22	107522/107522	---M--	200	added ('OK')	image/jpeg	etag:%220e646216fad853af38402a329f676d05%22	https://teckko.vercel.app/image/section/img-section-counting-1.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/section/img-section-counting-1.jpg	(from https://teckko.vercel.app/)
09:30:23	525/525	---M--	200	added ('OK')	image/svg+xml	etag:%2244c37c9fb8b7ffce3caa8222c0b2308c%22	https://teckko.vercel.app/image/logo/favi.svg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/logo/favi.svg	(from https://teckko.vercel.app/)
09:30:23	334/334	---M--	200	added ('OK')	image/png	etag:%22063afa174d5927ea5e0250ccbf04ded3%22	https://teckko.vercel.app/image/icon/icon-box-avatar.png	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/icon/icon-box-avatar.png	(from https://teckko.vercel.app/)
09:30:23	4095/4095	---M--	200	added ('OK')	image/jpeg	etag:%22f90fe15caf1ba930841983f879712b59%22	https://teckko.vercel.app/image/avatar/agent-1.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/avatar/agent-1.jpg	(from https://teckko.vercel.app/)
09:30:24	6081/6081	---M--	200	added ('OK')	image/jpeg	etag:%22a612cc68b48ccaed99b7538cb6271668%22	https://teckko.vercel.app/image/avatar/agent-2.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/avatar/agent-2.jpg	(from https://teckko.vercel.app/)
09:30:25	4785/4785	---M--	200	added ('OK')	image/jpeg	etag:%22a5f72268862ac76ec956703d1849e758%22	https://teckko.vercel.app/image/avatar/agent-3.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/avatar/agent-3.jpg	(from https://teckko.vercel.app/)
09:30:25	34497/34497	---M--	200	added ('OK')	image/jpeg	etag:%22003ce82d5133aede2cf41193aef1050f%22	https://teckko.vercel.app/image/section/img-according-1.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/section/img-according-1.jpg	(from https://teckko.vercel.app/)
09:30:26	151677/151677	---M--	200	added ('OK')	image/jpeg	etag:%22ff6750fc6e73055945c53be2d7a5f491%22	https://teckko.vercel.app/image/section/img-section-company.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/section/img-section-company.jpg	(from https://teckko.vercel.app/)
09:30:26	58461/58461	---M--	200	added ('OK')	image/jpeg	etag:%22d7eaa6ac6d7fd54ce3bf3b70e25ddf1b%22	https://teckko.vercel.app/image/services-item/services-1.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/services-item/services-1.jpg	(from https://teckko.vercel.app/)
09:30:26	56704/56704	---M--	200	added ('OK')	image/jpeg	etag:%229b7b1a737fb0a4832c88317e039b9124%22	https://teckko.vercel.app/image/services-item/services-2.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/services-item/services-2.jpg	(from https://teckko.vercel.app/)
09:30:27	61740/61740	---M--	200	added ('OK')	image/jpeg	etag:%22ed35f0e850efe3f246453d6927a78f63%22	https://teckko.vercel.app/image/services-item/services-3.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/services-item/services-3.jpg	(from https://teckko.vercel.app/)
09:30:27	2571/2571	---M--	200	added ('OK')	image/jpeg	etag:%22e4c9a6eeed8f16c6be18e773cb00288c%22	https://teckko.vercel.app/image/avatar/agent-4.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/avatar/agent-4.jpg	(from https://teckko.vercel.app/)
09:30:28	1468/1468	---M--	200	added ('OK')	image/jpeg	etag:%226dfcf0e6f1a848b21742a99673f583d6%22	https://teckko.vercel.app/image/avatar/agent-5.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/avatar/agent-5.jpg	(from https://teckko.vercel.app/)
09:30:28	1996/1996	---M--	200	added ('OK')	image/jpeg	etag:%22b5008396f8c9b04ffb3af16911c83958%22	https://teckko.vercel.app/image/avatar/agent-6.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/avatar/agent-6.jpg	(from https://teckko.vercel.app/)
09:30:28	304/304	---M--	200	added ('OK')	image/png	etag:%22a2778bbc0eba36304f82bca697573209%22	https://teckko.vercel.app/image/icon/line-2.png	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/icon/line-2.png	(from https://teckko.vercel.app/)
09:30:29	16488/16488	---M--	200	added ('OK')	image/jpeg	etag:%22570ee7fcaf37fbccd340539bc4d44bc5%22	https://teckko.vercel.app/image/team-item/team-item-1.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/team-item/team-item-1.jpg	(from https://teckko.vercel.app/)
09:30:29	28660/28660	---M--	200	added ('OK')	image/jpeg	etag:%228fb2531c59691ed32d88c4c5a2d70ff1%22	https://teckko.vercel.app/image/team-item/team-item-2.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/team-item/team-item-2.jpg	(from https://teckko.vercel.app/)
09:30:30	22342/22342	---M--	200	added ('OK')	image/jpeg	etag:%22b77456a77596c345a4b093dcfb8dd6ec%22	https://teckko.vercel.app/image/team-item/team-item-3.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/team-item/team-item-3.jpg	(from https://teckko.vercel.app/)
09:30:30	100730/100730	---M--	200	added ('OK')	image/jpeg	etag:%22808ce94eafc58ba7af7e80d30848e10c%22	https://teckko.vercel.app/image/project-item/project-item-1.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/project-item/project-item-1.jpg	(from https://teckko.vercel.app/)
09:30:31	18040/18040	---M--	200	added ('OK')	image/jpeg	etag:%22bcb12d316e4e5f3bfbe42dee5247e334%22	https://teckko.vercel.app/image/section/section-testimonial-1.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/section/section-testimonial-1.jpg	(from https://teckko.vercel.app/)
09:30:31	16979/16979	---M--	200	added ('OK')	image/jpeg	etag:%228014b5b2289eccb633eca24758690db4%22	https://teckko.vercel.app/image/section/section-testimonial-2.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/section/section-testimonial-2.jpg	(from https://teckko.vercel.app/)
09:30:31	12483/12483	---M--	200	added ('OK')	image/jpeg	etag:%2263bec5952e13fadc5eb259ad167e8b72%22	https://teckko.vercel.app/image/section/section-testimonial-3.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/section/section-testimonial-3.jpg	(from https://teckko.vercel.app/)
09:30:32	98119/98119	---M--	200	added ('OK')	image/jpeg	etag:%22956bf91b7096a555f48850b662fe2f19%22	https://teckko.vercel.app/image/section/section-testimonial-4.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/section/section-testimonial-4.jpg	(from https://teckko.vercel.app/)
09:30:32	141216/141216	---M--	200	added ('OK')	image/jpeg	etag:%22e0cd66b2b1fbad579b6af76a7ddee012%22	https://teckko.vercel.app/image/section/img-section-form-1.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/section/img-section-form-1.jpg	(from https://teckko.vercel.app/)
09:30:33	64857/64857	---M--	200	added ('OK')	image/jpeg	etag:%22360bde1868ef841f8de6e919dd430513%22	https://teckko.vercel.app/image/blog/post-list-4.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/blog/post-list-4.jpg	(from https://teckko.vercel.app/)
09:30:33	54690/54690	---M--	200	added ('OK')	image/jpeg	etag:%22350202e7b5e5f8d39b91184569ef336a%22	https://teckko.vercel.app/image/blog/post-list-5.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/blog/post-list-5.jpg	(from https://teckko.vercel.app/)
09:30:34	5663/5663	---M--	200	added ('OK')	image/jpeg	etag:%226880ca88311c98713b3f207fcc6bc7d8%22	https://teckko.vercel.app/image/blog/post-list-1.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/blog/post-list-1.jpg	(from https://teckko.vercel.app/)
09:30:34	5440/5440	---M--	200	added ('OK')	image/jpeg	etag:%22b05f1c1217d3854ef7b1354ec323d947%22	https://teckko.vercel.app/image/blog/post-list-2.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/blog/post-list-2.jpg	(from https://teckko.vercel.app/)
09:30:35	7852/7852	---M--	200	added ('OK')	image/jpeg	etag:%2210c99f3333d9114d18b8e391f27ccf24%22	https://teckko.vercel.app/image/blog/post-list-3.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/blog/post-list-3.jpg	(from https://teckko.vercel.app/)
09:30:35	125556/125556	---MCZ	200	added ('OK')	application/javascript	etag:W/%226944e4bf8b2cd94c8c0c3304f0ff9500%22	https://teckko.vercel.app/js/bootstrap.min.js	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/js/bootstrap.min.js	(from https://teckko.vercel.app/)
09:30:35	87532/87532	---MCZ	200	added ('OK')	application/javascript	etag:W/%2295da28b9b0dbe2e2553b141e2e7bab6e%22	https://teckko.vercel.app/js/jquery.min.js	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/js/jquery.min.js	(from https://teckko.vercel.app/)
09:30:36	7584/7584	---MCZ	200	added ('OK')	application/javascript	etag:W/%22aef76ac4c0af8be8283973223b6f257c%22	https://teckko.vercel.app/js/jquery.nice-select.min.js	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/js/jquery.nice-select.min.js	(from https://teckko.vercel.app/)
09:30:37	16736/16736	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ea1f449375c046576d73a0bb968bd7e5%22	https://teckko.vercel.app/js/lazysize.min.js	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/js/lazysize.min.js	(from https://teckko.vercel.app/)
09:30:38	20190/20190	---MCZ	200	added ('OK')	application/javascript	etag:W/%22159bffd5561c0861c39967ea66b61197%22	https://teckko.vercel.app/js/magnific-popup.min.js	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/js/magnific-popup.min.js	(from https://teckko.vercel.app/)
09:30:38	125792/125792	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f3f19c3d87c81def65844f6c72a25f99%22	https://teckko.vercel.app/js/gsap.min.js	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/js/gsap.min.js	(from https://teckko.vercel.app/)
09:30:39	10418/10418	---MCZ	200	added ('OK')	application/javascript	etag:W/%22da758ebdceb65c236493a57e246013c7%22	https://teckko.vercel.app/js/gsap-animation.js	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/js/gsap-animation.js	(from https://teckko.vercel.app/)
09:30:39	71581/71581	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c29b7fa99338e9db5134bdaa5e68b4ce%22	https://teckko.vercel.app/js/ScrollTrigger.min.js	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/js/ScrollTrigger.min.js	(from https://teckko.vercel.app/)
09:30:39	20397/20397	---MCZ	200	added ('OK')	application/javascript	etag:W/%22eec728db8537190c33dcde9acd777ead%22	https://teckko.vercel.app/js/Splitetext.js	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/js/Splitetext.js	(from https://teckko.vercel.app/)
09:30:40	6317/6317	---MCZ	200	added ('OK')	application/javascript	etag:W/%226faa03d079df0838a8809dc398e0b32e%22	https://teckko.vercel.app/js/wow.min.js	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/js/wow.min.js	(from https://teckko.vercel.app/)
09:30:40	15492/15492	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a40dd62439f017b5cee203be26c81bea%22	https://teckko.vercel.app/js/ScrollSmooth.js	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/js/ScrollSmooth.js	(from https://teckko.vercel.app/)
09:30:41	151700/151700	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258033cce21291624f20e96124ea5d399%22	https://teckko.vercel.app/js/swiper-bundle.min.js	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/js/swiper-bundle.min.js	(from https://teckko.vercel.app/)
09:30:41	3387/3387	---MCZ	200	added ('OK')	application/javascript	etag:W/%227d768555694d536a91a36f0090512201%22	https://teckko.vercel.app/js/carousel.js	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/js/carousel.js	(from https://teckko.vercel.app/)
09:30:42	9896/9896	---MCZ	200	added ('OK')	application/javascript	etag:W/%229a699cd241029c63cc926b48acab843b%22	https://teckko.vercel.app/js/odometer.min.js	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/js/odometer.min.js	(from https://teckko.vercel.app/)
09:30:42	21068/21068	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215216492751d07efa4de618f517dd708%22	https://teckko.vercel.app/js/jquery-validate.js	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/js/jquery-validate.js	(from https://teckko.vercel.app/)
09:30:43	5568/5568	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ad2fd2bd21461562cb2335c3ae3d6a5a%22	https://teckko.vercel.app/js/textanimation.js	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/js/textanimation.js	(from https://teckko.vercel.app/)
09:30:43	11308/11308	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ed298532b91f57ec7ed67e3ebaef0a56%22	https://teckko.vercel.app/js/main.js	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/js/main.js	(from https://teckko.vercel.app/)
09:30:45	963125/963125	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c6ac03674cbe67fd3dcd531ee976bc7c%22	https://teckko.vercel.app/js/sibforms.js	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/js/sibforms.js	(from https://teckko.vercel.app/)
09:30:47	78120/78120	---M--	200	added ('OK')	image/webp	etag:%227388ec2dca8595d1031e7809ed795b61%22	https://static.brevo.com/images/flags.png	C:/My%20Web%20Sites/Ayan/static.brevo.com/images/flags.webp	(from https://sibforms.com/forms/end-form/build/sib-styles.css)
09:30:47	97965/97965	---M--	200	added ('OK')	image/jpeg	etag:%22a3888b794cca7c1a0cb245385e17052f%22	https://teckko.vercel.app/image/blog/banner-sidebar-1.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/blog/banner-sidebar-1.jpg	(from https://teckko.vercel.app/css/styles.css)
09:30:48	17075/17075	---M--	200	added ('OK')	image/png	etag:%22f60103229877e2c2d94f5e76dbcc5ddf%22	https://teckko.vercel.app/image/section/bg-info-box.png	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/section/bg-info-box.png	(from https://teckko.vercel.app/css/styles.css)
09:30:49	17272/17272	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22b265b511188132652c830d13c6f32d8d%22	https://teckko.vercel.app/icons/icomoon/fonts/icomoon.eot?7udb3	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/icons/icomoon/fonts/icomoon73a7.eot	(from https://teckko.vercel.app/icons/icomoon/style.css)
09:30:49	17108/17108	---MCZ	200	added ('OK')	font/ttf	etag:W/%220c33853b107fff8c72c5bc5cdcd90a50%22	https://teckko.vercel.app/icons/icomoon/fonts/icomoon.ttf?7udb3	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/icons/icomoon/fonts/icomoon73a7.ttf	(from https://teckko.vercel.app/icons/icomoon/style.css)
09:30:49	17184/17184	---M--	200	added ('OK')	font/woff	etag:%22cec18ac312a6b073bd1de998778a70fa%22	https://teckko.vercel.app/icons/icomoon/fonts/icomoon.woff?7udb3	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/icons/icomoon/fonts/icomoon73a7.woff	(from https://teckko.vercel.app/icons/icomoon/style.css)
09:30:50	65581/65581	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2219f2521269b8be5ee8c729a1645100b0%22	https://teckko.vercel.app/icons/icomoon/fonts/icomoon.svg?7udb3	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/icons/icomoon/fonts/icomoon73a7.svg	(from https://teckko.vercel.app/icons/icomoon/style.css)
09:30:51	113271/113271	---M--	200	added ('OK')	image/jpeg	etag:%22f268de489f551bd8f5fb2962c7d507a0%22	https://teckko.vercel.app/image/project-item/project-item-2.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/project-item/project-item-2.jpg	(from https://teckko.vercel.app/porfolio-grid.html)
09:30:52	98812/98812	---M--	200	added ('OK')	image/jpeg	etag:%22ccbab477c168300e25fb6cd380b53a2f%22	https://teckko.vercel.app/image/project-item/project-item-3.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/project-item/project-item-3.jpg	(from https://teckko.vercel.app/porfolio-grid.html)
09:30:52	105002/105002	---M--	200	added ('OK')	image/jpeg	etag:%2288fc66e765835e801fcb6b3b4b5b2ee6%22	https://teckko.vercel.app/image/project-item/project-item-4.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/project-item/project-item-4.jpg	(from https://teckko.vercel.app/porfolio-grid.html)
09:30:52	62370/62370	---M--	200	added ('OK')	image/jpeg	etag:%22d1a2de0a8e44aa08511a4863b6450fa9%22	https://teckko.vercel.app/image/project-item/project-item-5.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/project-item/project-item-5.jpg	(from https://teckko.vercel.app/porfolio-grid.html)
09:30:53	125078/125078	---M--	200	added ('OK')	image/jpeg	etag:%221312f0473c7a608d48736f77b5ca85da%22	https://teckko.vercel.app/image/project-item/project-item-6.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/project-item/project-item-6.jpg	(from https://teckko.vercel.app/porfolio-grid.html)
09:30:55	119905/119905	---M--	200	added ('OK')	image/jpeg	etag:%22f049e5c88d90397b435d637870fbc3fe%22	https://teckko.vercel.app/image/project-item/project-item-7.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/project-item/project-item-7.jpg	(from https://teckko.vercel.app/porfolio-grid.html)
09:30:56	127897/127897	---M--	200	added ('OK')	image/jpeg	etag:%229eb17ecaf612a09931e9914742b8fcef%22	https://teckko.vercel.app/image/section/project-details-1.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/section/project-details-1.jpg	(from https://teckko.vercel.app/porfolio-details.html)
09:30:57	42200/42200	---M--	200	added ('OK')	image/jpeg	etag:%22db7a715c4a10b3c595c2bfc2f591c2ed%22	https://teckko.vercel.app/image/section/project-details-2.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/section/project-details-2.jpg	(from https://teckko.vercel.app/porfolio-details.html)
09:30:57	58242/58242	---M--	200	added ('OK')	image/jpeg	etag:%22995f565a9b9c4abc601cbd2de636ee47%22	https://teckko.vercel.app/image/section/project-details-3.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/section/project-details-3.jpg	(from https://teckko.vercel.app/porfolio-details.html)
09:30:58	27550/27550	---M--	200	added ('OK')	image/jpeg	etag:%224828c85f018e1832846523aff843ba45%22	https://teckko.vercel.app/image/section/project-details-4.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/section/project-details-4.jpg	(from https://teckko.vercel.app/porfolio-details.html)
09:31:06	59563/59563	---M--	200	added ('OK')	image/jpeg	etag:%2237307cf24d9d5fef35a7b032f8c7774a%22	https://teckko.vercel.app/image/section/service-details-prev.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/section/service-details-prev.jpg	(from https://teckko.vercel.app/porfolio-details.html)
09:31:07	74960/74960	---M--	200	added ('OK')	image/jpeg	etag:%22aef7151fda89a15a0c81e7a9f548298e%22	https://teckko.vercel.app/image/section/service-details-next.jpg	C:/My%20Web%20Sites/Ayan/teckko.vercel.app/image/section/service-details-next.jpg	(from https://teckko.vercel.app/porfolio-details.html)
